バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
BISTROVER,HIGH VOLTAGE,ANOTHER,10,1148,NOTES
copula,Highcharge Divolt,NORMAL,6,456,PEAK
copula,Highcharge Divolt,HYPER,10,889,PEAK
copula,Highcharge Divolt,ANOTHER,12,1421,NOTES
4th style,HIGHER,NORMAL,3,270,NOTES
4th style,HIGHER,HYPER,4,468,NOTES
4th style,HIGHER,ANOTHER,6,641,NOTES
2nd style,Hitch Hiker,NORMAL,3,,
2nd style,Hitch Hiker,HYPER,4,,
2nd style,Hitch Hiker,ANOTHER,5,469,PEAK
4th style,Hitch Hiker2,NORMAL,4,420,PEAK
4th style,Hitch Hiker2,HYPER,6,609,NOTES
4th style,Hitch Hiker2,ANOTHER,7,665,PEAK
4th style,Hitch Hiker2,LEGGENDARIA,9,976,NOTES
HEROIC VERSE,Hold My Hand,NORMAL,5,472,NOTES
HEROIC VERSE,Hold My Hand,HYPER,8,855,NOTES
HEROIC VERSE,Hold My Hand,ANOTHER,10,1247,CHORD
3rd style,Holic,NORMAL,5,395,NOTES
3rd style,Holic,HYPER,7,624,PEAK
3rd style,Holic,ANOTHER,11,880,PEAK
tricoro,Hollywood Galaxy,NORMAL,5,567,NOTES
tricoro,Hollywood Galaxy,HYPER,10,1039,NOTES
tricoro,Hollywood Galaxy,ANOTHER,12,1392,CHARGE
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),NORMAL,6,,
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),HYPER,10,1234,NOTES
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),ANOTHER,12,1778,NOTES
tricoro,Holy Snow,NORMAL,4,,
tricoro,Holy Snow,HYPER,8,,
tricoro,Holy Snow,ANOTHER,10,944,NOTES
INFINITAS,Hopeful Daybreak!!!,NORMAL,5,,
INFINITAS,Hopeful Daybreak!!!,HYPER,8,,
INFINITAS,Hopeful Daybreak!!!,ANOTHER,11,1533,NOTES
Pinky Crush,hora de verdad,NORMAL,6,,
Pinky Crush,hora de verdad,HYPER,10,,
Pinky Crush,hora de verdad,ANOTHER,12,1564,NOTES
SINOBUZ,Honey Trap,NORMAL,5,422,SCRATCH
SINOBUZ,Honey Trap,HYPER,8,,
SINOBUZ,Honey Trap,ANOTHER,11,1284,NOTES
IIDX RED,HORIZON,NORMAL,5,,
IIDX RED,HORIZON,HYPER,7,786,NOTES
IIDX RED,HORIZON,ANOTHER,8,990,PEAK
HEROIC VERSE,Horizons of Promise,NORMAL,4,476,NOTES
HEROIC VERSE,Horizons of Promise,HYPER,7,765,NOTES
HEROIC VERSE,Horizons of Promise,ANOTHER,10,1322,CHORD
8th style,Hormiga obrera,NORMAL,5,,
8th style,Hormiga obrera,HYPER,7,,
8th style,Hormiga obrera,ANOTHER,8,913,NOTES
tricoro,Howling,NORMAL,4,280,PEAK
tricoro,Howling,HYPER,7,,
tricoro,Howling,ANOTHER,9,,
tricoro,Howling,LEGGENDARIA,10,1350,NOTES
Rootage,Hurry Hurry,NORMAL,4,,
Rootage,Hurry Hurry,HYPER,6,527,NOTES
Rootage,Hurry Hurry,ANOTHER,9,1045,CHORD
SIRIUS,Hydrogen Blueback,NORMAL,5,520,NOTES
SIRIUS,Hydrogen Blueback,HYPER,8,,
SIRIUS,Hydrogen Blueback,ANOTHER,10,1170,NOTES
SIRIUS,Hydrogen Blueback,LEGGENDARIA,11,1241,SCRATCH
SPADA,HYENA,NORMAL,6,608,PEAK
SPADA,HYENA,HYPER,9,1026,PEAK
SPADA,HYENA,ANOTHER,11,1434,NOTES
CANNON BALLERS,HYPE THE CORE,NORMAL,6,565,NOTES
CANNON BALLERS,HYPE THE CORE,HYPER,10,1044,NOTES
CANNON BALLERS,HYPE THE CORE,ANOTHER,11,1539,NOTES
8th style,HYPER BOUNDARY GATE,NORMAL,6,646,NOTES
8th style,HYPER BOUNDARY GATE,HYPER,8,976,NOTES
8th style,HYPER BOUNDARY GATE,ANOTHER,9,1115,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,NORMAL,3,335,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,HYPER,7,775,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,ANOTHER,9,1000,NOTES
9th style,HYPER EUROBEAT (2DX style),NORMAL,5,557,NOTES
9th style,HYPER EUROBEAT (2DX style),HYPER,8,843,NOTES
9th style,HYPER EUROBEAT (2DX style),ANOTHER,10,990,PEAK
EMPRESS,HYPERION,NORMAL,6,,
EMPRESS,HYPERION,HYPER,9,1072,NOTES
EMPRESS,HYPERION,ANOTHER,11,1385,NOTES
SPADA,Hypersonik,NORMAL,5,521,PEAK
SPADA,Hypersonik,HYPER,8,878,NOTES
SPADA,Hypersonik,ANOTHER,10,1272,CHORD
RESIDENT,I,NORMAL,6,,
RESIDENT,I,HYPER,10,1191,NOTES
RESIDENT,I,ANOTHER,12,1901,NOTES
HAPPY SKY,I am,NORMAL,5,555,NOTES
HAPPY SKY,I am,HYPER,8,883,NOTES
HAPPY SKY,I am,ANOTHER,10,1096,NOTES
7th style,i feel ...,NORMAL,4,,
7th style,i feel ...,HYPER,5,,
7th style,i feel ...,ANOTHER,7,626,PEAK
Resort Anthem,I FIGHT ME,NORMAL,3,,
Resort Anthem,I FIGHT ME,HYPER,7,718,PEAK
Resort Anthem,I FIGHT ME,ANOTHER,9,1068,PEAK
Resort Anthem,I FIGHT ME,LEGGENDARIA,11,1440,CHORD
tricoro,I know You know,NORMAL,3,304,NOTES
tricoro,I know You know,HYPER,6,602,NOTES
tricoro,I know You know,ANOTHER,9,950,NOTES
CANNON BALLERS,I Love You,NORMAL,5,540,NOTES
CANNON BALLERS,I Love You,HYPER,9,970,NOTES
CANNON BALLERS,I Love You,ANOTHER,11,1381,NOTES
INFINITAS,I Want To Do This Keep,NORMAL,4,,
INFINITAS,I Want To Do This Keep,HYPER,7,,
INFINITAS,I Want To Do This Keep,ANOTHER,10,988,SCRATCH
2nd style,I Was The One,NORMAL,3,272,PEAK
2nd style,I Was The One,HYPER,3,326,PEAK
2nd style,I Was The One,ANOTHER,4,348,PEAK
SPADA,I will be back -オレは帰ってきた-,NORMAL,6,516,PEAK
SPADA,I will be back -オレは帰ってきた-,HYPER,9,1012,NOTES
SPADA,I will be back -オレは帰ってきた-,ANOTHER,11,1492,NOTES
EMPRESS,I'm Screaming LOVE,NORMAL,4,,
EMPRESS,I'm Screaming LOVE,HYPER,6,666,NOTES
EMPRESS,I'm Screaming LOVE,ANOTHER,7,851,NOTES
Lincle,I'm so Happy,BEGINNER,2,159,PEAK
Lincle,I'm so Happy,NORMAL,3,,
Lincle,I'm so Happy,HYPER,8,709,NOTES
Lincle,I'm so Happy,ANOTHER,11,1187,NOTES
EPOLIS,i-ii,NORMAL,6,559,SCRATCH
EPOLIS,i-ii,HYPER,9,911,PEAK
EPOLIS,i-ii,ANOTHER,11,1499,NOTES
DJ TROOPERS,ICARUS,NORMAL,7,694,SOF-LAN
DJ TROOPERS,ICARUS,HYPER,10,1097,SOF-LAN
DJ TROOPERS,ICARUS,ANOTHER,12,1301,SOF-LAN
DJ TROOPERS,ICARUS,LEGGENDARIA,12,2000,SOF-LAN
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),NORMAL,7,,
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),HYPER,9,,
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),ANOTHER,11,1145,SCRATCH
Rootage,IDOL syndrome.,NORMAL,4,,
Rootage,IDOL syndrome.,HYPER,7,738,NOTES
Rootage,IDOL syndrome.,ANOTHER,10,1109,NOTES
HEROIC VERSE,If,NORMAL,5,,
HEROIC VERSE,If,HYPER,8,,
HEROIC VERSE,If,ANOTHER,10,959,NOTES
HEROIC VERSE,If,LEGGENDARIA,12,1254,PEAK
DistorteD,iFUTURELIST,NORMAL,4,,
DistorteD,iFUTURELIST,HYPER,6,,
DistorteD,iFUTURELIST,ANOTHER,8,854,NOTES
BISTROVER,Ignis†Irae,NORMAL,6,558,NOTES
BISTROVER,Ignis†Irae,HYPER,10,1243,CHARGE
BISTROVER,Ignis†Irae,ANOTHER,12,1970,CHARGE
INFINITAS,Ignited Night,NORMAL,6,,
INFINITAS,Ignited Night,HYPER,9,,
INFINITAS,Ignited Night,ANOTHER,11,1211,NOTES
CastHour,ILAYZA,NORMAL,6,600,NOTES
CastHour,ILAYZA,HYPER,9,1048,NOTES
CastHour,ILAYZA,ANOTHER,11,1433,NOTES
tricoro,ILIAS,NORMAL,4,,
tricoro,ILIAS,HYPER,7,669,NOTES
tricoro,ILIAS,ANOTHER,10,1105,NOTES
tricoro,Illegal Function Call,NORMAL,5,,
tricoro,Illegal Function Call,HYPER,9,942,NOTES
tricoro,Illegal Function Call,ANOTHER,11,1398,NOTES
tricoro,Illegal Function Call,LEGGENDARIA,12,2023,PEAK
PENDUAL,illuminate,NORMAL,3,316,PEAK
PENDUAL,illuminate,HYPER,8,817,NOTES
PENDUAL,illuminate,ANOTHER,10,1172,NOTES
CANNON BALLERS,Illusionary Waterlily,NORMAL,6,667,NOTES
CANNON BALLERS,Illusionary Waterlily,HYPER,10,1164,NOTES
CANNON BALLERS,Illusionary Waterlily,ANOTHER,12,1803,NOTES
SPADA,Immortal,NORMAL,5,,
SPADA,Immortal,HYPER,9,,
SPADA,Immortal,ANOTHER,12,1607,CHORD
PENDUAL,IMPLANTATION,NORMAL,5,,
PENDUAL,IMPLANTATION,HYPER,10,885,NOTES
PENDUAL,IMPLANTATION,ANOTHER,12,1163,PEAK
tricoro,In Heaven,NORMAL,4,,
tricoro,In Heaven,HYPER,7,,
tricoro,In Heaven,ANOTHER,9,1072,NOTES
HAPPY SKY,in motion,NORMAL,5,,
HAPPY SKY,in motion,HYPER,6,545,NOTES
HAPPY SKY,in motion,ANOTHER,7,661,PEAK
5th style,in my eyes,NORMAL,5,484,NOTES
5th style,in my eyes,HYPER,6,739,NOTES
5th style,in my eyes,ANOTHER,7,798,NOTES
Lincle,In the Blackest Den,NORMAL,5,449,PEAK
Lincle,In the Blackest Den,HYPER,8,831,NOTES
Lincle,In the Blackest Den,ANOTHER,11,1372,NOTES
PENDUAL,In The Breeze,NORMAL,4,,
PENDUAL,In The Breeze,HYPER,7,601,PEAK
PENDUAL,In The Breeze,ANOTHER,9,896,NOTES
DJ TROOPERS,in the Sky,NORMAL,7,697,PEAK
DJ TROOPERS,in the Sky,HYPER,9,1079,CHORD
DJ TROOPERS,in the Sky,ANOTHER,11,1279,CHORD
INFINITAS,In Your EyEs,NORMAL,5,,
INFINITAS,In Your EyEs,HYPER,10,995,PEAK
INFINITAS,In Your EyEs,ANOTHER,12,1596,PEAK
HAPPY SKY,INAZUMA,NORMAL,5,561,NOTES
HAPPY SKY,INAZUMA,HYPER,9,930,NOTES
HAPPY SKY,INAZUMA,ANOTHER,11,1368,NOTES
HAPPY SKY,INAZUMA,LEGGENDARIA,12,2042,CHORD
DistorteD,INFERNO,NORMAL,5,,
DistorteD,INFERNO,HYPER,7,828,NOTES
DistorteD,INFERNO,ANOTHER,9,1008,NOTES
HEROIC VERSE,Inferno of Fomalhaut,NORMAL,5,523,PEAK
HEROIC VERSE,Inferno of Fomalhaut,HYPER,10,980,PEAK
HEROIC VERSE,Inferno of Fomalhaut,ANOTHER,12,1701,PEAK
Lincle,Infinite cave,NORMAL,6,529,PEAK
Lincle,Infinite cave,HYPER,9,,
Lincle,Infinite cave,ANOTHER,10,1044,PEAK
HEROIC VERSE,Infinity Mirror,NORMAL,5,,
HEROIC VERSE,Infinity Mirror,HYPER,8,709,CHARGE
HEROIC VERSE,Infinity Mirror,ANOTHER,10,1164,CHARGE
EPOLIS,INHERITANCE,NORMAL,6,553,NOTES
EPOLIS,INHERITANCE,HYPER,9,913,NOTES
EPOLIS,INHERITANCE,ANOTHER,11,1432,NOTES
CANNON BALLERS,Initiation,BEGINNER,3,330,NOTES
CANNON BALLERS,Initiation,NORMAL,7,762,NOTES
CANNON BALLERS,Initiation,HYPER,10,1277,NOTES
CANNON BALLERS,Initiation,ANOTHER,12,2018,CHORD
IIDX RED,INJECTION OF LOVE,NORMAL,4,,
IIDX RED,INJECTION OF LOVE,HYPER,6,,
IIDX RED,INJECTION OF LOVE,ANOTHER,9,769,PEAK
copula,Inner Spirit,NORMAL,5,,
copula,Inner Spirit,HYPER,9,985,NOTES
copula,Inner Spirit,ANOTHER,11,1458,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,NORMAL,6,,
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,HYPER,10,1189,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,ANOTHER,12,1702,CHARGE
BISTROVER,innocent revolver,NORMAL,6,,
BISTROVER,innocent revolver,HYPER,10,1197,NOTES
BISTROVER,innocent revolver,ANOTHER,12,1990,NOTES
GOLD,INORI,NORMAL,6,701,NOTES
GOLD,INORI,HYPER,10,1330,NOTES
GOLD,INORI,ANOTHER,11,1614,NOTES
SPADA,Insane Techniques,NORMAL,4,,
SPADA,Insane Techniques,HYPER,7,672,PEAK
SPADA,Insane Techniques,ANOTHER,11,1263,PEAK
5th style,INSERTiON,NORMAL,5,,
5th style,INSERTiON,HYPER,7,,
5th style,INSERTiON,ANOTHER,8,835,SOF-LAN
INFINITAS,Inside Insight,NORMAL,5,,
INFINITAS,Inside Insight,HYPER,8,,
INFINITAS,Inside Insight,ANOTHER,11,1434,NOTES
INFINITAS,insist,NORMAL,5,,
INFINITAS,insist,HYPER,9,,
INFINITAS,insist,ANOTHER,11,1342,NOTES
SPADA,INSOMNIA,NORMAL,4,407,PEAK
SPADA,INSOMNIA,HYPER,8,938,NOTES
SPADA,INSOMNIA,ANOTHER,12,1661,CHORD
HEROIC VERSE,Into The Madness,NORMAL,5,,
HEROIC VERSE,Into The Madness,HYPER,8,821,NOTES
HEROIC VERSE,Into The Madness,ANOTHER,11,1286,PEAK
Lincle,Into The Sunlight,NORMAL,5,,
Lincle,Into The Sunlight,HYPER,8,,
Lincle,Into The Sunlight,ANOTHER,10,1192,CHORD
SINOBUZ,INVISIBLE STRIX,NORMAL,6,601,SCRATCH
SINOBUZ,INVISIBLE STRIX,HYPER,10,1074,PEAK
SINOBUZ,INVISIBLE STRIX,ANOTHER,11,1331,PEAK
PENDUAL,Invitation from Mr.C,NORMAL,6,594,PEAK
PENDUAL,Invitation from Mr.C,HYPER,9,810,NOTES
PENDUAL,Invitation from Mr.C,ANOTHER,12,1405,NOTES
SPADA,invoker,NORMAL,5,,
SPADA,invoker,HYPER,9,1009,NOTES
SPADA,invoker,ANOTHER,12,1624,NOTES
SPADA,invoker,LEGGENDARIA,12,1851,NOTES
EPOLIS,Iris,BEGINNER,2,208,PEAK
EPOLIS,Iris,NORMAL,4,,
EPOLIS,Iris,HYPER,7,775,NOTES
EPOLIS,Iris,ANOTHER,10,1109,NOTES
INFINITAS,It's my Miracle,NORMAL,5,,
INFINITAS,It's my Miracle,HYPER,8,,
INFINITAS,It's my Miracle,ANOTHER,10,1236,NOTES
PENDUAL,IXION,NORMAL,5,,
PENDUAL,IXION,HYPER,8,913,NOTES
PENDUAL,IXION,ANOTHER,9,1086,NOTES
4th style,Jam&Marmalade,NORMAL,6,388,PEAK
4th style,Jam&Marmalade,HYPER,7,456,NOTES
4th style,Jam&Marmalade,ANOTHER,8,512,PEAK
8th style,jelly kiss,NORMAL,4,,
8th style,jelly kiss,HYPER,5,,
8th style,jelly kiss,ANOTHER,8,656,PEAK
INFINITAS,JET WORLD,NORMAL,4,,
INFINITAS,JET WORLD,HYPER,6,,
INFINITAS,JET WORLD,ANOTHER,10,949,NOTES
HEROIC VERSE,Jetcoaster Windy,NORMAL,4,,
HEROIC VERSE,Jetcoaster Windy,HYPER,7,722,PEAK
HEROIC VERSE,Jetcoaster Windy,ANOTHER,10,1156,NOTES
tricoro,JOMANDA,NORMAL,6,595,SOF-LAN
tricoro,JOMANDA,HYPER,10,1300,SOF-LAN
tricoro,JOMANDA,ANOTHER,12,1918,SOF-LAN
copula,Journey,NORMAL,3,,
copula,Journey,HYPER,6,639,NOTES
copula,Journey,ANOTHER,9,950,NOTES
copula,Journey,LEGGENDARIA,11,1585,CHORD
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",NORMAL,4,,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",HYPER,8,,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",ANOTHER,9,952,NOTES
INFINITAS,Juicy,NORMAL,3,,
INFINITAS,Juicy,HYPER,7,,
INFINITAS,Juicy,ANOTHER,9,1237,CHORD
EPOLIS,Jumper,NORMAL,4,,
EPOLIS,Jumper,HYPER,7,763,NOTES
EPOLIS,Jumper,ANOTHER,10,1214,PEAK
BISTROVER,Jungle Eater,NORMAL,5,,
BISTROVER,Jungle Eater,HYPER,9,935,SCRATCH
BISTROVER,Jungle Eater,ANOTHER,11,1517,NOTES
EMPRESS,Just a Little Smile,NORMAL,4,,
EMPRESS,Just a Little Smile,HYPER,8,683,SCRATCH
EMPRESS,Just a Little Smile,ANOTHER,11,1272,SCRATCH
EPOLIS,Just Gimme,NORMAL,5,,
EPOLIS,Just Gimme,HYPER,8,869,NOTES
EPOLIS,Just Gimme,ANOTHER,11,1393,PEAK
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,NORMAL,7,882,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,HYPER,10,1271,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,ANOTHER,12,1959,CHORD
Resort Anthem,Kailua,NORMAL,5,268,CHARGE
Resort Anthem,Kailua,HYPER,9,708,CHARGE
Resort Anthem,Kailua,ANOTHER,11,1125,CHARGE
SPADA,KAISER PHOENIX,NORMAL,7,,
SPADA,KAISER PHOENIX,HYPER,10,1194,NOTES
SPADA,KAISER PHOENIX,ANOTHER,12,1693,NOTES
SPADA,KAISER PHOENIX,LEGGENDARIA,12,2026,NOTES
GOLD,KAMAITACHI,NORMAL,6,647,NOTES
GOLD,KAMAITACHI,HYPER,9,1039,NOTES
GOLD,KAMAITACHI,ANOTHER,11,1368,NOTES
GOLD,KAMAITACHI,LEGGENDARIA,12,2000,PEAK
4th style,KAMIKAZE,NORMAL,5,,
4th style,KAMIKAZE,HYPER,6,745,NOTES
4th style,KAMIKAZE,ANOTHER,10,1157,CHORD
SIRIUS,Keep it-秋葉工房mix-,NORMAL,5,,
SIRIUS,Keep it-秋葉工房mix-,HYPER,9,867,PEAK
SIRIUS,Keep it-秋葉工房mix-,ANOTHER,10,942,PEAK
1st&substream,KEEP ON MOVIN',NORMAL,2,98,PEAK
1st&substream,KEEP ON MOVIN',HYPER,3,122,PEAK
IIDX RED,KEY,NORMAL,6,573,NOTES
IIDX RED,KEY,HYPER,8,950,NOTES
IIDX RED,KEY,ANOTHER,11,1436,NOTES
SPADA,KHAMEN BREAK,NORMAL,3,298,PEAK
SPADA,KHAMEN BREAK,HYPER,7,723,NOTES
SPADA,KHAMEN BREAK,ANOTHER,11,1281,NOTES
Rootage,KILL EACH OTHER,NORMAL,7,711,PEAK
Rootage,KILL EACH OTHER,HYPER,10,,
Rootage,KILL EACH OTHER,ANOTHER,12,1945,NOTES
5th style,Kiss me all night long,NORMAL,5,,
5th style,Kiss me all night long,HYPER,6,,
5th style,Kiss me all night long,ANOTHER,7,746,NOTES
CastHour,kors k's How to make OTOGE CORE,NORMAL,5,,
CastHour,kors k's How to make OTOGE CORE,HYPER,9,793,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,ANOTHER,11,1180,PEAK
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,NORMAL,6,607,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,HYPER,10,1216,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,ANOTHER,12,1863,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,NORMAL,5,,
Pinky Crush,KOTONOHA ft. Kotoha,HYPER,8,665,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,ANOTHER,10,994,NOTES
EMPRESS,Kung-fu Empire,NORMAL,6,760,NOTES
EMPRESS,Kung-fu Empire,HYPER,10,1327,NOTES
EMPRESS,Kung-fu Empire,ANOTHER,11,1657,NOTES
EMPRESS,Kung-fu Empire,LEGGENDARIA,12,1999,CHORD
Lincle,KYAMISAMA ONEGAI!,NORMAL,3,,
Lincle,KYAMISAMA ONEGAI!,HYPER,6,,
Lincle,KYAMISAMA ONEGAI!,ANOTHER,9,1076,NOTES
Lincle,KYAMISAMA ONEGAI!,LEGGENDARIA,11,1583,NOTES
6th style,L'amour et la liberte,NORMAL,5,,
6th style,L'amour et la liberte,HYPER,8,811,NOTES
Rootage,L.F.O,NORMAL,5,,
Rootage,L.F.O,HYPER,9,898,PEAK
Rootage,L.F.O,ANOTHER,12,1687,PEAK
copula,La dolce primavera,NORMAL,4,,
copula,La dolce primavera,HYPER,8,,
copula,La dolce primavera,ANOTHER,10,1098,PEAK
SPADA,LA FESTA LA VITA!!,NORMAL,5,,
SPADA,LA FESTA LA VITA!!,HYPER,9,,
SPADA,LA FESTA LA VITA!!,ANOTHER,11,1461,CHORD
Resort Anthem,La Mar,NORMAL,4,,
Resort Anthem,La Mar,HYPER,6,,
Resort Anthem,La Mar,ANOTHER,8,917,NOTES
8th style,LAB,NORMAL,5,534,NOTES
8th style,LAB,HYPER,9,1029,NOTES
8th style,LAB,ANOTHER,10,1075,NOTES
RESIDENT,LADS,NORMAL,5,,
RESIDENT,LADS,HYPER,7,834,NOTES
RESIDENT,LADS,ANOTHER,10,1155,CHORD
Rootage,LADYBIRD,NORMAL,7,572,NOTES
Rootage,LADYBIRD,HYPER,9,865,NOTES
Rootage,LADYBIRD,ANOTHER,11,1258,NOTES
INFINITAS,Lagrangian Point Ø,NORMAL,6,,
INFINITAS,Lagrangian Point Ø,HYPER,10,,
INFINITAS,Lagrangian Point Ø,ANOTHER,12,1622,NOTES
GOLD,LASER CRUSTER,NORMAL,7,732,PEAK
GOLD,LASER CRUSTER,HYPER,11,1250,NOTES
GOLD,LASER CRUSTER,ANOTHER,12,1644,NOTES
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),NORMAL,4,399,PEAK
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),HYPER,8,908,NOTES
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),ANOTHER,12,1824,NOTES
SIRIUS,Last Burning,NORMAL,5,443,NOTES
SIRIUS,Last Burning,HYPER,7,840,NOTES
SIRIUS,Last Burning,ANOTHER,10,1197,NOTES
SPADA,Last Dance,NORMAL,6,615,PEAK
SPADA,Last Dance,HYPER,10,1040,PEAK
SPADA,Last Dance,ANOTHER,12,1650,PEAK
BISTROVER,LAST DAY,NORMAL,6,,
BISTROVER,LAST DAY,HYPER,9,887,NOTES
BISTROVER,LAST DAY,ANOTHER,11,1551,NOTES
CastHour,Lawes's Parotia,NORMAL,4,,
CastHour,Lawes's Parotia,HYPER,8,884,NOTES
CastHour,Lawes's Parotia,ANOTHER,11,1294,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,NORMAL,6,540,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,HYPER,9,1082,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,ANOTHER,10,1427,CHORD
3rd style,LEADING CYBER,NORMAL,4,434,PEAK
3rd style,LEADING CYBER,HYPER,6,611,NOTES
3rd style,LEADING CYBER,ANOTHER,7,645,NOTES
DistorteD,Leaving...,NORMAL,4,396,PEAK
DistorteD,Leaving...,HYPER,8,714,PEAK
DistorteD,Leaving...,ANOTHER,10,1116,PEAK
CastHour,Legendary Treasures,NORMAL,5,,
CastHour,Legendary Treasures,HYPER,8,900,NOTES
CastHour,Legendary Treasures,ANOTHER,11,1450,CHORD
HAPPY SKY,LESSON 5,NORMAL,5,,
HAPPY SKY,LESSON 5,HYPER,8,949,NOTES
HAPPY SKY,LESSON 5,ANOTHER,9,1261,CHORD
Rootage,Let me be your cure,NORMAL,5,573,NOTES
Rootage,Let me be your cure,HYPER,7,718,NOTES
Rootage,Let me be your cure,ANOTHER,10,1344,NOTES
7th style,Let the Snow Paint Me,NORMAL,4,431,PEAK
7th style,Let the Snow Paint Me,HYPER,6,537,PEAK
7th style,Let the Snow Paint Me,ANOTHER,7,624,PEAK
9th style,Let The Snow Paint Me -Y&Co. Remix-,NORMAL,5,,
9th style,Let The Snow Paint Me -Y&Co. Remix-,HYPER,6,,
9th style,Let The Snow Paint Me -Y&Co. Remix-,ANOTHER,10,910,PEAK
Resort Anthem,Let The Track Flow,NORMAL,6,,
Resort Anthem,Let The Track Flow,HYPER,9,943,NOTES
Resort Anthem,Let The Track Flow,ANOTHER,11,1367,NOTES
CANNON BALLERS,Let's Bounce !!,NORMAL,4,,
CANNON BALLERS,Let's Bounce !!,HYPER,7,,
CANNON BALLERS,Let's Bounce !!,ANOTHER,10,1146,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,NORMAL,5,518,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,HYPER,8,826,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,ANOTHER,10,1111,PEAK
tricoro,Liberation,NORMAL,6,,
tricoro,Liberation,HYPER,9,1203,NOTES
tricoro,Liberation,ANOTHER,12,1905,NOTES
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",NORMAL,6,642,NOTES
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",HYPER,10,999,PEAK
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",ANOTHER,12,1775,PEAK
Rootage,Lift Us High,NORMAL,5,494,NOTES
Rootage,Lift Us High,HYPER,8,808,NOTES
Rootage,Lift Us High,ANOTHER,10,1247,NOTES
tricoro,Light and Cyber…,NORMAL,5,,
tricoro,Light and Cyber…,HYPER,9,1039,NOTES
tricoro,Light and Cyber…,ANOTHER,11,1579,NOTES
PENDUAL,Light My Fire,NORMAL,4,,
PENDUAL,Light My Fire,HYPER,7,,
PENDUAL,Light My Fire,ANOTHER,10,1060,NOTES
SIRIUS,Light Shine,NORMAL,5,415,NOTES
SIRIUS,Light Shine,HYPER,7,,
SIRIUS,Light Shine,ANOTHER,10,988,CHARGE
SPADA,Lighting Shower,NORMAL,4,,
SPADA,Lighting Shower,HYPER,7,694,NOTES
SPADA,Lighting Shower,ANOTHER,11,1220,NOTES
HEROIC VERSE,LIGHTNING STRIKES,BEGINNER,2,237,NOTES
HEROIC VERSE,LIGHTNING STRIKES,NORMAL,5,471,NOTES
HEROIC VERSE,LIGHTNING STRIKES,HYPER,9,854,NOTES
HEROIC VERSE,LIGHTNING STRIKES,ANOTHER,12,1639,NOTES
9th style,lights,NORMAL,3,357,PEAK
9th style,lights,HYPER,6,753,PEAK
9th style,lights,ANOTHER,8,910,PEAK
BISTROVER,LIKE A VAMPIRE,NORMAL,6,536,NOTES
BISTROVER,LIKE A VAMPIRE,HYPER,9,908,NOTES
BISTROVER,LIKE A VAMPIRE,ANOTHER,11,1415,CHORD
HEROIC VERSE,Like+it!,NORMAL,6,,
HEROIC VERSE,Like+it!,HYPER,9,885,NOTES
HEROIC VERSE,Like+it!,ANOTHER,11,1197,NOTES
HEROIC VERSE,Like+it!,LEGGENDARIA,12,1647,NOTES
INFINITAS,LIMIT TOPPA REVOLUTION,NORMAL,5,,
INFINITAS,LIMIT TOPPA REVOLUTION,HYPER,9,,
INFINITAS,LIMIT TOPPA REVOLUTION,ANOTHER,11,1387,NOTES
