バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
INFINITAS,GRAVITON,HYPER,10,1073,NOTES
INFINITAS,GRAVITON,ANOTHER,12,,
HAPPY SKY,GREEN EYES,NORMAL,6,494,PEAK
HAPPY SKY,GREEN EYES,HYPER,9,828,PEAK
HAPPY SKY,GREEN EYES,ANOTHER,11,,
GOLD,GRID KNIGHT,NORMAL,7,813,NOTES
GOLD,GRID KNIGHT,HYPER,8,1056,NOTES
GOLD,GRID KNIGHT,ANOTHER,10,1396,CHORD
GOLD,GRID KNIGHT,LEGGENDARIA,12,,
INFINITAS,GROOVE 04,NORMAL,4,,
INFINITAS,GROOVE 04,HYPER,7,681,NOTES
INFINITAS,GROOVE 04,ANOTHER,9,910,CHORD
PENDUAL,GUILTY,NORMAL,5,521,NOTES
PENDUAL,GUILTY,HYPER,9,837,PEAK
PENDUAL,GUILTY,ANOTHER,11,1087,NOTES
SINOBUZ,GuNGNiR,NORMAL,7,681,NOTES
SINOBUZ,GuNGNiR,HYPER,10,1420,NOTES
SINOBUZ,GuNGNiR,ANOTHER,12,,
SINOBUZ,GuNGNiR,LEGGENDARIA,12,,
SINOBUZ,HADES,NORMAL,5,475,PEAK
SINOBUZ,HADES,HYPER,9,964,NOTES
SINOBUZ,HADES,ANOTHER,12,1564,PEAK
Lincle,HAERETICUS,NORMAL,5,458,NOTES
Lincle,HAERETICUS,HYPER,10,1004,PEAK
Lincle,HAERETICUS,ANOTHER,12,,
GOLD,HALF MOON,NORMAL,4,387,SCRATCH
GOLD,HALF MOON,HYPER,7,,
7th style,Happy Wedding,NORMAL,6,610,PEAK
7th style,Happy Wedding,HYPER,8,899,NOTES
7th style,Happy Wedding,ANOTHER,10,1061,PEAK
HAPPY SKY,HAPPY☆ANGEL,NORMAL,6,555,NOTES
HAPPY SKY,HAPPY☆ANGEL,HYPER,7,776,NOTES
HAPPY SKY,HAPPY☆ANGEL,ANOTHER,10,1073,NOTES
INFINITAS,HAPPY☆LUCKY☆YEAPPY,NORMAL,5,564,SCRATCH
INFINITAS,HAPPY☆LUCKY☆YEAPPY,HYPER,9,1002,SCRATCH
INFINITAS,HAPPY☆LUCKY☆YEAPPY,ANOTHER,11,,
Rootage,HARD BRAIN,NORMAL,6,706,NOTES
Rootage,HARD BRAIN,HYPER,9,1095,NOTES
Rootage,HARD BRAIN,ANOTHER,12,,
EPOLIS,Hard Breaker,NORMAL,4,,
EPOLIS,Hard Breaker,HYPER,8,797,PEAK
EPOLIS,Hard Breaker,ANOTHER,10,1234,PEAK
CastHour,hard-wired,NORMAL,7,813,NOTES
CastHour,hard-wired,HYPER,10,1185,NOTES
CastHour,hard-wired,ANOTHER,12,,
Resort Anthem,Hardcore Mania,NORMAL,5,512,NOTES
Resort Anthem,Hardcore Mania,HYPER,8,,
Resort Anthem,Hardcore Mania,ANOTHER,10,1097,NOTES
INFINITAS,Harmonia,NORMAL,4,,
INFINITAS,Harmonia,HYPER,7,641,NOTES
INFINITAS,Harmonia,ANOTHER,10,1007,NOTES
DistorteD,Harmony and Lovely,NORMAL,5,457,PEAK
DistorteD,Harmony and Lovely,HYPER,9,896,NOTES
DistorteD,Harmony and Lovely,ANOTHER,11,,
CastHour,Hat Surprise,NORMAL,4,350,SCRATCH
CastHour,Hat Surprise,HYPER,8,820,NOTES
CastHour,Hat Surprise,ANOTHER,11,,
RESIDENT,Hat Surprise (Season 2),NORMAL,5,524,NOTES
RESIDENT,Hat Surprise (Season 2),HYPER,9,947,NOTES
RESIDENT,Hat Surprise (Season 2),ANOTHER,12,,
EPOLIS,Hat Surprise (Season 3),NORMAL,6,623,NOTES
EPOLIS,Hat Surprise (Season 3),HYPER,10,,
EPOLIS,Hat Surprise (Season 3),ANOTHER,11,1345,NOTES
CANNON BALLERS,HAT TRICK,NORMAL,5,465,NOTES
CANNON BALLERS,HAT TRICK,HYPER,8,777,PEAK
CANNON BALLERS,HAT TRICK,ANOTHER,10,1215,CHORD
INFINITAS,Ha･lle･lu･jah,NORMAL,4,394,PEAK
INFINITAS,Ha･lle･lu･jah,HYPER,7,672,NOTES
INFINITAS,Ha･lle･lu･jah,ANOTHER,9,,
INFINITAS,Ha･lle･lu･jah,LEGGENDARIA,10,1130,CHORD
CastHour,HEARTACHE,NORMAL,3,371,SCRATCH
CastHour,HEARTACHE,HYPER,7,689,SCRATCH
CastHour,HEARTACHE,ANOTHER,10,1045,SCRATCH
GOLD,heaven above,NORMAL,5,419,PEAK
GOLD,heaven above,HYPER,7,706,PEAK
GOLD,heaven above,ANOTHER,9,921,PEAK
DistorteD,Heavenly Sun (IIDX VERSION),NORMAL,4,421,PEAK
DistorteD,Heavenly Sun (IIDX VERSION),HYPER,8,805,NOTES
DistorteD,Heavenly Sun (IIDX VERSION),ANOTHER,10,1060,NOTES
DistorteD,Heavenly Sun (IIDX VERSION),LEGGENDARIA,11,1504,NOTES
Rootage,HEISEI,NORMAL,6,581,PEAK
Rootage,HEISEI,HYPER,10,1033,PEAK
Rootage,HEISEI,ANOTHER,11,,
CANNON BALLERS,Hella Deep,NORMAL,4,328,SCRATCH
CANNON BALLERS,Hella Deep,HYPER,8,554,SCRATCH
CANNON BALLERS,Hella Deep,ANOTHER,10,959,SCRATCH
PENDUAL,Hello Happiness,NORMAL,5,421,NOTES
PENDUAL,Hello Happiness,HYPER,8,715,NOTES
PENDUAL,Hello Happiness,ANOTHER,11,,
Pinky Crush,Here We Go Now,NORMAL,6,578,PEAK
Pinky Crush,Here We Go Now,HYPER,10,1031,PEAK
Pinky Crush,Here We Go Now,ANOTHER,12,,
10th style,HIGH,NORMAL,6,692,NOTES
10th style,HIGH,HYPER,9,945,NOTES
10th style,HIGH,ANOTHER,10,1233,CHORD
GOLD,High School Love,NORMAL,5,439,PEAK
GOLD,High School Love,HYPER,7,771,PEAK
GOLD,High School Love,ANOTHER,9,1123,CHORD
BISTROVER,HIGH VOLTAGE,NORMAL,4,420,PEAK
BISTROVER,HIGH VOLTAGE,HYPER,7,731,PEAK
BISTROVER,HIGH VOLTAGE,ANOTHER,10,1191,PEAK
copula,Highcharge Divolt,NORMAL,6,527,PEAK
copula,Highcharge Divolt,HYPER,10,863,PEAK
copula,Highcharge Divolt,ANOTHER,12,,
4th style,HIGHER,NORMAL,4,362,PEAK
4th style,HIGHER,HYPER,6,578,NOTES
4th style,HIGHER,ANOTHER,7,611,PEAK
2nd style,Hitch Hiker,NORMAL,4,372,NOTES
2nd style,Hitch Hiker,HYPER,6,,
4th style,Hitch Hiker2,NORMAL,5,518,PEAK
4th style,Hitch Hiker2,HYPER,9,880,PEAK
4th style,Hitch Hiker2,ANOTHER,9,864,PEAK
4th style,Hitch Hiker2,LEGGENDARIA,10,975,NOTES
HEROIC VERSE,Hold My Hand,NORMAL,5,424,PEAK
HEROIC VERSE,Hold My Hand,HYPER,8,809,NOTES
HEROIC VERSE,Hold My Hand,ANOTHER,10,1264,CHORD
3rd style,Holic,NORMAL,7,680,PEAK
3rd style,Holic,HYPER,10,875,NOTES
3rd style,Holic,ANOTHER,12,,
tricoro,Hollywood Galaxy,NORMAL,6,579,NOTES
tricoro,Hollywood Galaxy,HYPER,9,1022,NOTES
tricoro,Hollywood Galaxy,ANOTHER,12,,
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),NORMAL,6,607,NOTES
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),HYPER,10,1254,NOTES
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),ANOTHER,12,,
tricoro,Holy Snow,NORMAL,6,605,NOTES
tricoro,Holy Snow,HYPER,10,1069,NOTES
tricoro,Holy Snow,ANOTHER,12,,
INFINITAS,Hopeful Daybreak!!!,NORMAL,5,413,PEAK
INFINITAS,Hopeful Daybreak!!!,HYPER,8,777,PEAK
INFINITAS,Hopeful Daybreak!!!,ANOTHER,11,,
Pinky Crush,hora de verdad,NORMAL,6,555,PEAK
Pinky Crush,hora de verdad,HYPER,10,,
Pinky Crush,hora de verdad,ANOTHER,12,,
SINOBUZ,Honey Trap,NORMAL,5,435,PEAK
SINOBUZ,Honey Trap,HYPER,8,822,NOTES
SINOBUZ,Honey Trap,ANOTHER,11,1286,CHORD
IIDX RED,HORIZON,NORMAL,5,547,PEAK
IIDX RED,HORIZON,HYPER,7,818,NOTES
IIDX RED,HORIZON,ANOTHER,9,1027,NOTES
HEROIC VERSE,Horizons of Promise,NORMAL,4,472,PEAK
HEROIC VERSE,Horizons of Promise,HYPER,7,762,PEAK
HEROIC VERSE,Horizons of Promise,ANOTHER,10,1366,CHORD
8th style,Hormiga obrera,NORMAL,6,736,PEAK
8th style,Hormiga obrera,HYPER,8,,
8th style,Hormiga obrera,ANOTHER,9,1055,PEAK
tricoro,Howling,NORMAL,4,321,SCRATCH
tricoro,Howling,HYPER,7,710,NOTES
tricoro,Howling,ANOTHER,10,1060,NOTES
tricoro,Howling,LEGGENDARIA,11,1427,NOTES
Rootage,Hurry Hurry,NORMAL,4,379,SCRATCH
Rootage,Hurry Hurry,HYPER,6,527,NOTES
Rootage,Hurry Hurry,ANOTHER,9,1032,CHORD
SIRIUS,Hydrogen Blueback,NORMAL,5,573,NOTES
SIRIUS,Hydrogen Blueback,HYPER,8,877,PEAK
SIRIUS,Hydrogen Blueback,ANOTHER,10,1165,CHORD
SIRIUS,Hydrogen Blueback,LEGGENDARIA,11,,
SPADA,HYENA,NORMAL,5,531,NOTES
SPADA,HYENA,HYPER,8,943,NOTES
SPADA,HYENA,ANOTHER,11,1433,NOTES
CANNON BALLERS,HYPE THE CORE,NORMAL,7,564,NOTES
CANNON BALLERS,HYPE THE CORE,HYPER,10,1046,NOTES
CANNON BALLERS,HYPE THE CORE,ANOTHER,12,1871,CHORD
8th style,HYPER BOUNDARY GATE,NORMAL,6,636,NOTES
8th style,HYPER BOUNDARY GATE,HYPER,8,955,NOTES
8th style,HYPER BOUNDARY GATE,ANOTHER,10,1115,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,NORMAL,3,339,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,HYPER,7,,
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,ANOTHER,9,1000,NOTES
9th style,HYPER EUROBEAT (2DX style),NORMAL,6,604,NOTES
9th style,HYPER EUROBEAT (2DX style),HYPER,8,832,NOTES
EMPRESS,HYPERION,NORMAL,6,572,PEAK
EMPRESS,HYPERION,HYPER,9,1047,NOTES
EMPRESS,HYPERION,ANOTHER,11,1391,NOTES
SPADA,Hypersonik,NORMAL,5,544,PEAK
SPADA,Hypersonik,HYPER,8,897,PEAK
SPADA,Hypersonik,ANOTHER,11,,
RESIDENT,I,NORMAL,6,617,PEAK
RESIDENT,I,HYPER,10,1151,PEAK
RESIDENT,I,ANOTHER,12,,
HAPPY SKY,I am,NORMAL,5,611,PEAK
HAPPY SKY,I am,HYPER,8,883,NOTES
7th style,i feel ...,NORMAL,4,527,NOTES
7th style,i feel ...,HYPER,5,,
Resort Anthem,I FIGHT ME,NORMAL,4,366,PEAK
Resort Anthem,I FIGHT ME,HYPER,7,781,PEAK
Resort Anthem,I FIGHT ME,ANOTHER,10,1172,PEAK
Resort Anthem,I FIGHT ME,LEGGENDARIA,11,1428,CHORD
tricoro,I know You know,NORMAL,3,345,NOTES
tricoro,I know You know,HYPER,6,628,NOTES
tricoro,I know You know,ANOTHER,9,976,NOTES
CANNON BALLERS,I Love You,NORMAL,5,536,NOTES
CANNON BALLERS,I Love You,HYPER,9,971,NOTES
CANNON BALLERS,I Love You,ANOTHER,11,,
INFINITAS,I Want To Do This Keep,NORMAL,4,331,SCRATCH
INFINITAS,I Want To Do This Keep,HYPER,7,584,SCRATCH
INFINITAS,I Want To Do This Keep,ANOTHER,10,,
2nd style,I Was The One,NORMAL,2,205,PEAK
2nd style,I Was The One,HYPER,2,270,PEAK
SPADA,I will be back -オレは帰ってきた-,NORMAL,6,544,PEAK
SPADA,I will be back -オレは帰ってきた-,HYPER,10,1086,PEAK
SPADA,I will be back -オレは帰ってきた-,ANOTHER,12,1512,NOTES
EMPRESS,I'm Screaming LOVE,NORMAL,5,456,PEAK
EMPRESS,I'm Screaming LOVE,HYPER,7,605,PEAK
EMPRESS,I'm Screaming LOVE,ANOTHER,9,913,PEAK
Lincle,I'm so Happy,NORMAL,5,381,NOTES
Lincle,I'm so Happy,HYPER,9,768,NOTES
Lincle,I'm so Happy,ANOTHER,11,,
EPOLIS,i-ii,NORMAL,6,555,PEAK
EPOLIS,i-ii,HYPER,9,899,NOTES
EPOLIS,i-ii,ANOTHER,11,,
DJ TROOPERS,ICARUS,NORMAL,7,687,SOF-LAN
DJ TROOPERS,ICARUS,HYPER,10,1038,SOF-LAN
DJ TROOPERS,ICARUS,ANOTHER,12,1336,SOF-LAN
DJ TROOPERS,ICARUS,LEGGENDARIA,12,2000,SOF-LAN
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),NORMAL,7,553,SCRATCH
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),HYPER,10,779,SCRATCH
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),ANOTHER,11,1017,SCRATCH
Rootage,IDOL syndrome.,NORMAL,4,397,NOTES
Rootage,IDOL syndrome.,HYPER,7,720,NOTES
Rootage,IDOL syndrome.,ANOTHER,10,1183,NOTES
HEROIC VERSE,If,NORMAL,5,394,NOTES
HEROIC VERSE,If,HYPER,8,690,PEAK
HEROIC VERSE,If,ANOTHER,10,969,PEAK
HEROIC VERSE,If,LEGGENDARIA,12,1250,PEAK
DistorteD,iFUTURELIST,NORMAL,4,352,PEAK
DistorteD,iFUTURELIST,HYPER,6,573,PEAK
BISTROVER,Ignis†Irae,NORMAL,6,571,NOTES
BISTROVER,Ignis†Irae,HYPER,10,1219,NOTES
BISTROVER,Ignis†Irae,ANOTHER,12,,
INFINITAS,Ignited Night,NORMAL,6,534,NOTES
INFINITAS,Ignited Night,HYPER,9,787,SCRATCH
INFINITAS,Ignited Night,ANOTHER,11,,
CastHour,ILAYZA,NORMAL,6,576,NOTES
CastHour,ILAYZA,HYPER,9,1006,NOTES
CastHour,ILAYZA,ANOTHER,11,,
tricoro,ILIAS,NORMAL,4,412,PEAK
tricoro,ILIAS,HYPER,8,846,NOTES
tricoro,ILIAS,ANOTHER,10,1286,NOTES
tricoro,Illegal Function Call,NORMAL,5,533,NOTES
tricoro,Illegal Function Call,HYPER,10,1173,NOTES
tricoro,Illegal Function Call,ANOTHER,11,1602,NOTES
tricoro,Illegal Function Call,LEGGENDARIA,12,,
PENDUAL,illuminate,NORMAL,3,297,SCRATCH
PENDUAL,illuminate,HYPER,9,832,NOTES
PENDUAL,illuminate,ANOTHER,11,,
CANNON BALLERS,Illusionary Waterlily,NORMAL,6,687,NOTES
CANNON BALLERS,Illusionary Waterlily,HYPER,10,1225,NOTES
CANNON BALLERS,Illusionary Waterlily,ANOTHER,12,1740,NOTES
SPADA,Immortal,NORMAL,6,535,PEAK
SPADA,Immortal,HYPER,10,993,NOTES
SPADA,Immortal,ANOTHER,12,,
PENDUAL,IMPLANTATION,NORMAL,5,502,NOTES
PENDUAL,IMPLANTATION,HYPER,9,807,PEAK
PENDUAL,IMPLANTATION,ANOTHER,11,1153,NOTES
tricoro,In Heaven,NORMAL,5,495,NOTES
tricoro,In Heaven,HYPER,7,754,NOTES
tricoro,In Heaven,ANOTHER,9,1107,NOTES
HAPPY SKY,in motion,NORMAL,5,432,PEAK
HAPPY SKY,in motion,HYPER,6,545,PEAK
HAPPY SKY,in motion,ANOTHER,8,661,PEAK
5th style,in my eyes,NORMAL,5,484,NOTES
5th style,in my eyes,HYPER,8,842,NOTES
5th style,in my eyes,ANOTHER,10,1051,CHORD
Lincle,In the Blackest Den,NORMAL,5,,
Lincle,In the Blackest Den,HYPER,8,873,NOTES
Lincle,In the Blackest Den,ANOTHER,11,1457,NOTES
PENDUAL,In The Breeze,NORMAL,5,416,NOTES
PENDUAL,In The Breeze,HYPER,8,630,PEAK
PENDUAL,In The Breeze,ANOTHER,10,996,NOTES
DJ TROOPERS,in the Sky,NORMAL,7,681,PEAK
DJ TROOPERS,in the Sky,HYPER,10,1040,CHORD
DJ TROOPERS,in the Sky,ANOTHER,11,1241,CHORD
INFINITAS,In Your EyEs,NORMAL,5,531,PEAK
INFINITAS,In Your EyEs,HYPER,10,,
INFINITAS,In Your EyEs,ANOTHER,12,1572,PEAK
HAPPY SKY,INAZUMA,NORMAL,6,584,PEAK
HAPPY SKY,INAZUMA,HYPER,9,917,NOTES
HAPPY SKY,INAZUMA,ANOTHER,12,1554,NOTES
HAPPY SKY,INAZUMA,LEGGENDARIA,12,1902,NOTES
DistorteD,INFERNO,NORMAL,5,600,NOTES
DistorteD,INFERNO,HYPER,7,856,NOTES
DistorteD,INFERNO,ANOTHER,10,1175,NOTES
HEROIC VERSE,Inferno of Fomalhaut,NORMAL,6,531,PEAK
HEROIC VERSE,Inferno of Fomalhaut,HYPER,9,967,PEAK
HEROIC VERSE,Inferno of Fomalhaut,ANOTHER,12,1723,PEAK
Lincle,Infinite cave,NORMAL,8,724,NOTES
Lincle,Infinite cave,HYPER,10,,
Lincle,Infinite cave,ANOTHER,12,1525,CHORD
HEROIC VERSE,Infinity Mirror,NORMAL,5,422,PEAK
HEROIC VERSE,Infinity Mirror,HYPER,8,729,PEAK
HEROIC VERSE,Infinity Mirror,ANOTHER,10,1303,CHARGE
EPOLIS,INHERITANCE,NORMAL,6,552,NOTES
EPOLIS,INHERITANCE,HYPER,9,896,NOTES
EPOLIS,INHERITANCE,ANOTHER,11,,
CANNON BALLERS,Initiation,NORMAL,7,817,PEAK
CANNON BALLERS,Initiation,HYPER,10,1338,NOTES
CANNON BALLERS,Initiation,ANOTHER,12,2018,CHORD
IIDX RED,INJECTION OF LOVE,NORMAL,3,,
IIDX RED,INJECTION OF LOVE,HYPER,7,553,NOTES
copula,Inner Spirit,NORMAL,5,,
copula,Inner Spirit,HYPER,8,989,NOTES
copula,Inner Spirit,ANOTHER,11,1550,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,NORMAL,6,,
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,HYPER,10,1172,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,ANOTHER,12,,
BISTROVER,innocent revolver,NORMAL,6,574,NOTES
BISTROVER,innocent revolver,HYPER,10,1232,NOTES
BISTROVER,innocent revolver,ANOTHER,12,,
GOLD,INORI,NORMAL,6,699,NOTES
GOLD,INORI,HYPER,9,1241,NOTES
GOLD,INORI,ANOTHER,12,,
SPADA,Insane Techniques,NORMAL,4,385,SCRATCH
SPADA,Insane Techniques,HYPER,8,812,SCRATCH
SPADA,Insane Techniques,ANOTHER,10,1251,SCRATCH
5th style,INSERTiON,NORMAL,5,445,SOF-LAN
5th style,INSERTiON,HYPER,7,595,SOF-LAN
5th style,INSERTiON,ANOTHER,8,,
INFINITAS,Inside Insight,NORMAL,5,,
INFINITAS,Inside Insight,HYPER,8,811,PEAK
INFINITAS,Inside Insight,ANOTHER,11,,
INFINITAS,insist,NORMAL,5,519,NOTES
INFINITAS,insist,HYPER,9,945,NOTES
INFINITAS,insist,ANOTHER,11,,
SPADA,INSOMNIA,NORMAL,4,443,PEAK
SPADA,INSOMNIA,HYPER,8,991,PEAK
SPADA,INSOMNIA,ANOTHER,12,1722,PEAK
HEROIC VERSE,Into The Madness,NORMAL,6,539,NOTES
HEROIC VERSE,Into The Madness,HYPER,9,806,NOTES
HEROIC VERSE,Into The Madness,ANOTHER,11,,
Lincle,Into The Sunlight,NORMAL,5,537,NOTES
Lincle,Into The Sunlight,HYPER,8,881,NOTES
Lincle,Into The Sunlight,ANOTHER,10,1477,CHORD
SINOBUZ,INVISIBLE STRIX,NORMAL,7,600,SCRATCH
SINOBUZ,INVISIBLE STRIX,HYPER,10,1081,PEAK
SINOBUZ,INVISIBLE STRIX,ANOTHER,11,1383,NOTES
PENDUAL,Invitation from Mr.C,NORMAL,7,637,NOTES
PENDUAL,Invitation from Mr.C,HYPER,9,833,NOTES
PENDUAL,Invitation from Mr.C,ANOTHER,12,1399,PEAK
SPADA,invoker,NORMAL,6,579,PEAK
SPADA,invoker,HYPER,10,1242,PEAK
SPADA,invoker,ANOTHER,12,1659,CHORD
SPADA,invoker,LEGGENDARIA,12,,
EPOLIS,Iris,NORMAL,4,488,PEAK
EPOLIS,Iris,HYPER,7,809,NOTES
EPOLIS,Iris,ANOTHER,10,1163,CHORD
INFINITAS,It's my Miracle,NORMAL,5,576,NOTES
INFINITAS,It's my Miracle,HYPER,8,,
INFINITAS,It's my Miracle,ANOTHER,10,1260,CHORD
PENDUAL,IXION,NORMAL,5,,
PENDUAL,IXION,HYPER,8,911,NOTES
PENDUAL,IXION,ANOTHER,11,1187,PEAK
4th style,Jam&Marmalade,NORMAL,4,327,NOTES
4th style,Jam&Marmalade,HYPER,6,451,NOTES
8th style,jelly kiss,NORMAL,2,,
8th style,jelly kiss,HYPER,5,,
8th style,jelly kiss,ANOTHER,8,,
INFINITAS,JET WORLD,NORMAL,4,,
INFINITAS,JET WORLD,HYPER,6,,
INFINITAS,JET WORLD,ANOTHER,10,,
HEROIC VERSE,Jetcoaster Windy,NORMAL,4,415,NOTES
HEROIC VERSE,Jetcoaster Windy,HYPER,7,711,NOTES
HEROIC VERSE,Jetcoaster Windy,ANOTHER,10,1106,NOTES
tricoro,JOMANDA,NORMAL,6,598,SOF-LAN
tricoro,JOMANDA,HYPER,10,1317,SOF-LAN
tricoro,JOMANDA,ANOTHER,12,1810,SOF-LAN
copula,Journey,NORMAL,4,353,NOTES
copula,Journey,HYPER,7,728,NOTES
copula,Journey,ANOTHER,9,1010,NOTES
copula,Journey,LEGGENDARIA,11,,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",NORMAL,5,469,PEAK
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",HYPER,9,710,PEAK
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",ANOTHER,10,1081,CHORD
INFINITAS,Juicy,NORMAL,3,327,PEAK
INFINITAS,Juicy,HYPER,7,,
INFINITAS,Juicy,ANOTHER,9,1162,CHORD
EPOLIS,Jumper,NORMAL,4,466,NOTES
EPOLIS,Jumper,HYPER,7,733,PEAK
EPOLIS,Jumper,ANOTHER,10,1129,PEAK
BISTROVER,Jungle Eater,NORMAL,5,,
BISTROVER,Jungle Eater,HYPER,9,930,NOTES
BISTROVER,Jungle Eater,ANOTHER,11,1547,CHORD
EMPRESS,Just a Little Smile,NORMAL,5,,
EMPRESS,Just a Little Smile,HYPER,8,878,SCRATCH
EMPRESS,Just a Little Smile,ANOTHER,11,,
EPOLIS,Just Gimme,NORMAL,5,470,PEAK
EPOLIS,Just Gimme,HYPER,8,908,NOTES
EPOLIS,Just Gimme,ANOTHER,11,,
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,NORMAL,7,879,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,HYPER,10,,
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,ANOTHER,12,,
Resort Anthem,Kailua,NORMAL,4,429,CHARGE
Resort Anthem,Kailua,HYPER,9,740,CHARGE
Resort Anthem,Kailua,ANOTHER,12,,
SPADA,KAISER PHOENIX,NORMAL,6,687,NOTES
SPADA,KAISER PHOENIX,HYPER,10,1224,NOTES
SPADA,KAISER PHOENIX,ANOTHER,11,,
SPADA,KAISER PHOENIX,LEGGENDARIA,12,,
GOLD,KAMAITACHI,NORMAL,8,1005,NOTES
GOLD,KAMAITACHI,HYPER,10,1335,NOTES
GOLD,KAMAITACHI,ANOTHER,12,,
GOLD,KAMAITACHI,LEGGENDARIA,12,2000,PEAK
4th style,KAMIKAZE,NORMAL,5,,
4th style,KAMIKAZE,HYPER,7,745,NOTES
4th style,KAMIKAZE,ANOTHER,10,1156,CHORD
SIRIUS,Keep it-秋葉工房mix-,NORMAL,5,380,PEAK
SIRIUS,Keep it-秋葉工房mix-,HYPER,9,775,PEAK
SIRIUS,Keep it-秋葉工房mix-,ANOTHER,11,,
1st&substream,KEEP ON MOVIN',NORMAL,2,119,PEAK
1st&substream,KEEP ON MOVIN',HYPER,3,122,PEAK
IIDX RED,KEY,NORMAL,5,,
IIDX RED,KEY,HYPER,8,989,NOTES
IIDX RED,KEY,ANOTHER,11,,
SPADA,KHAMEN BREAK,NORMAL,3,304,NOTES
SPADA,KHAMEN BREAK,HYPER,8,692,NOTES
SPADA,KHAMEN BREAK,ANOTHER,10,1154,PEAK
Rootage,KILL EACH OTHER,NORMAL,7,713,PEAK
Rootage,KILL EACH OTHER,HYPER,10,1248,NOTES
Rootage,KILL EACH OTHER,ANOTHER,12,1889,NOTES
5th style,Kiss me all night long,NORMAL,5,480,PEAK
5th style,Kiss me all night long,HYPER,6,620,PEAK
5th style,Kiss me all night long,ANOTHER,7,,
CastHour,kors k's How to make OTOGE CORE,NORMAL,5,424,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,HYPER,9,804,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,ANOTHER,11,,
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,NORMAL,6,610,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,HYPER,10,1219,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,ANOTHER,12,,
Pinky Crush,KOTONOHA ft. Kotoha,NORMAL,5,457,PEAK
Pinky Crush,KOTONOHA ft. Kotoha,HYPER,8,684,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,ANOTHER,10,1007,CHORD
EMPRESS,Kung-fu Empire,NORMAL,6,607,NOTES
EMPRESS,Kung-fu Empire,HYPER,10,1301,NOTES
EMPRESS,Kung-fu Empire,ANOTHER,11,,
EMPRESS,Kung-fu Empire,LEGGENDARIA,12,,
Lincle,KYAMISAMA ONEGAI!,NORMAL,4,394,NOTES
Lincle,KYAMISAMA ONEGAI!,HYPER,6,628,PEAK
Lincle,KYAMISAMA ONEGAI!,ANOTHER,9,1098,NOTES
Lincle,KYAMISAMA ONEGAI!,LEGGENDARIA,12,,
6th style,L'amour et la liberte,NORMAL,5,,
6th style,L'amour et la liberte,HYPER,8,811,NOTES
Rootage,L.F.O,NORMAL,5,448,SCRATCH
Rootage,L.F.O,HYPER,9,847,PEAK
Rootage,L.F.O,ANOTHER,12,,
copula,La dolce primavera,NORMAL,5,367,PEAK
copula,La dolce primavera,HYPER,8,753,NOTES
copula,La dolce primavera,ANOTHER,11,,
SPADA,LA FESTA LA VITA!!,NORMAL,5,469,SCRATCH
SPADA,LA FESTA LA VITA!!,HYPER,9,1069,CHORD
SPADA,LA FESTA LA VITA!!,ANOTHER,11,,
Resort Anthem,La Mar,NORMAL,4,376,PEAK
Resort Anthem,La Mar,HYPER,6,534,PEAK
Resort Anthem,La Mar,ANOTHER,8,914,NOTES
8th style,LAB,NORMAL,5,547,NOTES
8th style,LAB,HYPER,10,1014,PEAK
8th style,LAB,ANOTHER,11,,
RESIDENT,LADS,NORMAL,5,519,NOTES
RESIDENT,LADS,HYPER,7,720,NOTES
RESIDENT,LADS,ANOTHER,10,1349,CHORD
Rootage,LADYBIRD,NORMAL,7,601,NOTES
Rootage,LADYBIRD,HYPER,9,894,NOTES
Rootage,LADYBIRD,ANOTHER,11,,
INFINITAS,Lagrangian Point Ø,NORMAL,6,609,NOTES
INFINITAS,Lagrangian Point Ø,HYPER,10,,
INFINITAS,Lagrangian Point Ø,ANOTHER,12,1635,PEAK
GOLD,LASER CRUSTER,NORMAL,7,696,PEAK
